player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,throws,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype,mo,cl,hm,zone_bottom,zone_top,pot_fielding,delivery
P9315,Tyrone,Walker,1992-03-08,72,241,African,dark,black,clean_shaven,R,R,SS,,False,,,69,58,55,70,49,55,50,50,65,57,0,0,0,0,0,0,0,0,0,0,0,60,53,51,62,49,0,0,50,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,51,53,55,1.5,3.5,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P7958,Yong,Li,1992-12-30,74,244,Asian,medium,black,clean_shaven,R,R,LF,,False,,,61,56,64,64,49,54,47,48,60,57,0,0,0,0,0,0,0,0,0,0,0,61,47,54,60,49,0,0,48,59,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,54,53,50,1.52,3.53,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P6647,Sung,Hassan,1992-03-19,75,236,Asian,medium,black,clean_shaven,R,R,CF,,False,,,69,57,64,69,52,55,55,52,58,53,0,0,0,0,0,0,0,0,0,0,0,62,50,63,69,52,0,0,52,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,59,,,46,49,52,1.53,3.545,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P3695,Sung,Lin,1993-09-18,69,186,Asian,medium,black,clean_shaven,S,R,RF,,False,,,52,77,65,59,52,49,58,58,61,72,0,0,0,0,0,0,0,0,0,0,0,42,73,57,57,52,0,0,58,59,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,49,47,57,1.47,3.455,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P2435,John,Shatswell,1989-12-08,71,163,Anglo,light,blonde,clean_shaven,R,R,C,,False,,,56,48,45,55,53,63,58,44,43,47,0,0,0,0,0,0,0,0,0,0,0,56,40,45,53,53,0,0,44,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,50,,,50,51,48,1.49,3.485,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P1030,Florencio,Gizinski,1988-08-11,71,230,Anglo,light,red,clean_shaven,R,R,1B,,False,,,76,78,48,73,49,58,53,49,48,65,0,0,0,0,0,0,0,0,0,0,0,75,72,39,64,49,0,0,49,39,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,50,,,53,55,48,1.49,3.485,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P1079,Yong,Huang,1988-04-30,71,176,Asian,light,black,mustache,R,R,2B,,False,,,65,55,61,60,52,50,57,50,65,53,0,0,0,0,0,0,0,0,0,0,0,64,52,58,55,52,0,0,50,63,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,50,,,50,49,44,1.49,3.485,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P7168,Xavier,King,1990-11-20,75,229,African,dark,black,clean_shaven,R,R,3B,,False,,,69,52,90,65,55,49,47,52,53,54,0,0,0,0,0,0,0,0,0,0,0,66,48,90,62,55,0,0,52,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,49,49,48,1.53,3.545,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P9380,Kelly,Elsaesser,1988-09-29,78,239,Anglo,medium,black,beard,R,R,SS,,False,,,69,49,57,62,53,49,61,47,51,58,0,0,0,0,0,0,0,0,0,0,0,66,49,47,60,53,0,0,47,48,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,50,,,45,54,46,1.56,3.59,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P3495,Malik,Baker,1989-03-10,69,225,African,dark,black,clean_shaven,L,R,LF,,False,,,58,54,54,58,54,47,45,53,59,91,0,0,0,0,0,0,0,0,0,0,0,55,49,54,57,54,0,0,53,54,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,59,,,52,53,51,1.47,3.455,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P3723,Dana,Retter,1990-08-02,68,184,Anglo,light,brown,clean_shaven,R,R,CF,,False,,,48,53,42,50,51,49,54,46,65,58,0,0,0,0,0,0,0,0,0,0,0,48,48,34,48,51,0,0,46,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,57,,,50,50,55,1.46,3.44,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P5666,Leroy,Allen,1990-12-28,70,187,African,dark,black,clean_shaven,R,R,RF,,False,,,69,73,65,70,52,57,48,52,65,75,0,0,0,0,0,0,0,0,0,0,0,68,68,58,67,52,0,0,52,61,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,50,51,51,1.48,3.47,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P2915,Bruno,Stimage,2001-02-07,70,246,Anglo,light,brown,clean_shaven,R,R,C,,False,,,60,47,38,56,45,53,59,50,49,51,0,0,0,0,0,0,0,0,0,0,0,67,59,53,68,45,0,0,50,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,67,,,60,48,47,1.48,3.47,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P5731,Yong,Le,2003-12-18,70,219,Asian,medium,black,mustache,L,L,1B,,False,,,68,67,55,67,46,51,51,51,51,60,0,0,0,0,0,0,0,0,0,0,0,80,82,69,79,46,0,0,51,56,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,66,,,51,50,49,1.48,3.47,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P1582,Jamal,Young,2002-02-05,74,171,African,dark,black,clean_shaven,R,R,2B,,False,,,64,44,53,61,53,44,48,51,49,55,0,0,0,0,0,0,0,0,0,0,0,74,57,59,66,53,0,0,51,59,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,67,,,52,52,46,1.52,3.53,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P4003,Arlie,Kostka,2003-02-26,70,237,Anglo,medium,blonde,clean_shaven,R,R,3B,,False,,,59,55,65,62,49,37,54,52,57,69,0,0,0,0,0,0,0,0,0,0,0,64,66,73,72,49,0,0,52,66,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,54,47,44,1.48,3.47,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P1314,Glenn,Freehling,2000-03-08,69,165,Anglo,dark,black,clean_shaven,S,R,SS,,False,,,78,55,58,74,47,61,55,49,66,66,0,0,0,0,0,0,0,0,0,0,0,89,69,69,82,47,0,0,49,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,66,,,48,49,53,1.47,3.455,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P2714,Sung,Li,1999-06-10,73,187,Asian,light,black,clean_shaven,R,R,LF,CF,False,,,56,54,60,57,50,54,53,50,56,58,0,0,0,0,0,0,0,0,0,0,0,67,64,67,70,50,0,0,50,62,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,71,,,56,45,47,1.51,3.515,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'RF': 100}",
P6101,Sung,Singh,2000-10-27,70,171,Asian,medium,black,clean_shaven,L,L,CF,,False,,,60,48,59,60,55,47,46,49,65,55,0,0,0,0,0,0,0,0,0,0,0,72,63,64,73,55,0,0,49,79,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,60,,,49,49,49,1.48,3.47,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P5885,Sung,Le,2001-12-01,73,189,Asian,medium,black,clean_shaven,S,R,RF,,False,,,65,65,61,65,44,43,54,52,62,73,0,0,0,0,0,0,0,0,0,0,0,80,75,68,73,44,0,0,52,76,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,67,,,48,48,52,1.51,3.515,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P1679,Hector,Sanchez,1998-03-21,73,173,Hispanic,light,black,mustache,L,R,C,,False,,,62,40,44,55,48,57,60,48,44,59,0,0,0,0,0,0,0,0,0,0,0,63,39,39,50,48,0,0,48,46,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,73,,,49,47,53,1.51,3.515,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P5555,Yong,Liu,1998-08-03,68,213,Asian,medium,black,clean_shaven,S,R,1B,,False,,,64,62,78,61,46,53,60,49,62,66,0,0,0,0,0,0,0,0,0,0,0,71,76,86,74,46,0,0,49,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,72,,,50,51,46,1.46,3.44,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P4218,Carlos,Martinez,1996-06-03,70,185,Hispanic,light,blonde,clean_shaven,L,R,2B,,False,,,61,42,51,58,56,50,41,52,54,39,0,0,0,0,0,0,0,0,0,0,0,64,43,52,57,56,0,0,52,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,68,,,45,51,45,1.48,3.47,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P2226,Jermaine,Baker,1998-06-25,74,217,African,dark,black,goatee,R,R,3B,,False,,,54,62,52,54,50,48,47,52,58,68,0,0,0,0,0,0,0,0,0,0,0,66,77,64,67,50,0,0,52,63,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,54,48,47,1.52,3.53,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P3889,Yong,Yamamoto,1996-11-27,76,183,Asian,light,black,clean_shaven,L,R,SS,,False,,,75,57,84,68,52,48,48,45,78,61,0,0,0,0,0,0,0,0,0,0,0,73,53,89,73,52,0,0,45,83,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,50,54,49,1.54,3.56,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P9833,Rafael,Morales,1998-10-16,77,236,Hispanic,medium,brown,clean_shaven,L,L,LF,,False,,,61,59,63,60,57,49,48,56,54,68,0,0,0,0,0,0,0,0,0,0,0,66,71,73,67,57,0,0,56,61,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,65,,,48,53,45,1.55,3.575,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P6506,Len,Lesa,1995-11-13,69,179,Anglo,dark,black,clean_shaven,R,R,CF,,False,,,57,46,50,56,49,54,41,55,48,92,0,0,0,0,0,0,0,0,0,0,0,61,51,52,60,49,0,0,55,52,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,53,45,49,1.47,3.455,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P6952,Deshawn,Scott,1995-08-29,77,173,African,dark,black,clean_shaven,S,L,RF,CF,False,,,73,53,59,65,52,55,53,52,60,78,0,0,0,0,0,0,0,0,0,0,0,74,53,57,61,52,0,0,52,59,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,47,46,48,1.55,3.575,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110}",
P7025,Jamal,Walker,1994-09-21,75,250,African,dark,black,goatee,R,R,C,,False,,,61,46,49,62,52,49,60,49,47,52,0,0,0,0,0,0,0,0,0,0,0,56,44,53,60,52,0,0,49,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,50,51,50,1.53,3.545,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P2080,Malik,Scott,1991-09-03,68,197,African,dark,brown,clean_shaven,L,L,1B,,False,,,69,59,62,63,51,47,41,48,71,64,0,0,0,0,0,0,0,0,0,0,0,66,53,62,62,51,0,0,48,69,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,50,54,50,1.46,3.44,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P3946,Cedric,Jackson,1994-08-08,69,249,African,dark,black,goatee,R,R,2B,,False,,,59,55,47,60,47,41,63,47,47,62,0,0,0,0,0,0,0,0,0,0,0,57,54,49,56,47,0,0,47,49,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,71,,,49,52,48,1.47,3.455,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P3034,Antonio,Martinez,1995-01-10,71,232,Hispanic,dark,brown,mustache,R,R,3B,,False,,,67,59,51,65,46,53,56,43,49,57,0,0,0,0,0,0,0,0,0,0,0,71,62,52,60,46,0,0,43,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,68,,,52,51,44,1.49,3.485,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P9418,Alvaro,Ketron,1993-06-15,72,244,Anglo,light,brown,clean_shaven,L,R,SS,,False,,,77,68,59,74,48,60,54,53,63,86,0,0,0,0,0,0,0,0,0,0,0,68,67,54,71,48,0,0,53,57,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,50,,,53,50,50,1.5,3.5,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P6585,Miguel,Ramos,1994-09-23,76,205,Hispanic,light,brown,mustache,L,R,LF,,False,,,60,61,63,58,52,49,50,44,55,55,0,0,0,0,0,0,0,0,0,0,0,56,66,58,56,52,0,0,44,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,60,,,54,51,47,1.54,3.56,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P2711,Ricardo,Martinez,1994-12-14,71,240,Hispanic,medium,black,clean_shaven,L,R,CF,,False,,,66,52,60,63,49,48,54,52,81,56,0,0,0,0,0,0,0,0,0,0,0,61,53,58,62,49,0,0,52,83,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,65,,,51,48,46,1.49,3.485,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P9327,Francisco,Delgado,1994-09-12,74,193,Hispanic,medium,black,clean_shaven,R,R,RF,,False,,,50,58,67,54,53,52,48,54,66,71,0,0,0,0,0,0,0,0,0,0,0,47,56,62,56,53,0,0,54,64,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,48,47,47,1.52,3.53,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P9396,Sung,Chen,1989-02-11,71,182,Asian,medium,black,beard,R,R,C,,False,,,43,44,38,45,49,47,49,49,41,58,0,0,0,0,0,0,0,0,0,0,0,36,39,28,45,49,0,0,49,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,55,,,54,51,52,1.49,3.485,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
