player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,throws,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,eye,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_eye,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype,mo,cl,hm,zone_bottom,zone_top,pot_fielding,delivery
P4181,John,Doe,1998-01-30,78,219,Unknown,dark,black,mustache,L,R,2B,,False,,,76,54,55,69,51,45,47,50,56,53,0,0,0,0,0,0,0,0,0,0,0,78,56,56,64,51,0,0,50,59,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,49,51,54,1.56,3.59,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P3062,Raul,Delgado,1998-03-02,76,232,Hispanic,light,black,clean_shaven,R,R,3B,,False,,,68,65,64,66,54,48,53,52,63,68,0,0,0,0,0,0,0,0,0,0,0,72,67,62,63,54,0,0,52,60,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,60,,,46,48,50,1.54,3.56,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P4585,Eddy,Critzer,1995-09-30,71,166,Anglo,medium,red,clean_shaven,R,R,SS,,False,,,64,60,57,66,52,54,56,46,53,53,0,0,0,0,0,0,0,0,0,0,0,66,56,62,61,52,0,0,46,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,53,50,50,1.49,3.485,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P8998,Luis,Gomez,1997-10-10,76,169,Hispanic,dark,black,clean_shaven,R,R,LF,,False,,,73,63,48,67,48,49,50,48,59,56,0,0,0,0,0,0,0,0,0,0,0,70,64,48,72,48,0,0,48,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,65,,,57,47,49,1.54,3.56,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P2683,Pedro,Torres,1997-08-23,78,204,Hispanic,light,blonde,clean_shaven,R,R,CF,,False,,,59,58,74,62,51,56,63,50,64,51,0,0,0,0,0,0,0,0,0,0,0,64,58,75,67,51,0,0,50,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,65,,,51,43,56,1.56,3.59,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P5780,Nelson,Batdorf,1996-01-09,76,237,Anglo,light,blonde,goatee,R,R,RF,,False,,,66,75,63,66,47,58,64,52,56,69,0,0,0,0,0,0,0,0,0,0,0,69,72,62,71,47,0,0,52,58,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,53,57,45,1.54,3.56,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P4301,Manuel,Gonzalez,1994-03-24,72,247,Hispanic,medium,brown,goatee,L,R,C,,False,,,48,49,86,46,56,45,58,50,43,56,0,0,0,0,0,0,0,0,0,0,0,47,40,85,46,56,0,0,50,37,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,44,54,46,1.5,3.5,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P5911,Yong,Park,1991-11-29,71,233,Asian,light,black,clean_shaven,L,L,1B,,False,,,71,65,68,70,46,50,41,49,71,58,0,0,0,0,0,0,0,0,0,0,0,64,65,68,63,46,0,0,49,69,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,60,,,53,51,45,1.49,3.485,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P3873,Jamal,Washington,1991-12-12,77,165,African,dark,black,beard,S,R,2B,,False,,,63,52,62,63,50,56,52,43,53,49,0,0,0,0,0,0,0,0,0,0,0,56,45,59,53,50,0,0,43,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,54,,,49,52,53,1.55,3.575,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P8061,Steve,Liford,1993-12-25,71,204,Anglo,medium,red,goatee,R,R,3B,,False,,,55,62,55,56,54,46,56,53,55,58,0,0,0,0,0,0,0,0,0,0,0,46,59,45,55,54,0,0,53,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,53,48,53,1.49,3.485,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P9596,Clarence,Pires,1994-01-13,69,190,Anglo,light,black,clean_shaven,R,R,SS,,False,,,62,54,64,59,46,56,54,49,63,57,0,0,0,0,0,0,0,0,0,0,0,55,50,63,50,46,0,0,49,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,47,51,50,1.47,3.455,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P1478,Percy,Walker,1993-03-27,73,173,African,dark,black,clean_shaven,L,L,LF,,False,,,60,59,66,63,52,54,58,52,62,52,0,0,0,0,0,0,0,0,0,0,0,50,52,57,63,52,0,0,52,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,66,,,54,56,53,1.51,3.515,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P4779,Lorenzo,Favolise,1995-08-08,73,177,Anglo,light,blonde,beard,R,R,CF,,False,,,59,61,52,61,47,52,48,45,62,56,0,0,0,0,0,0,0,0,0,0,0,57,65,53,63,47,0,0,45,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,66,,,51,52,52,1.51,3.515,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P2222,Jose,Vasquez,1995-02-07,70,239,Hispanic,dark,black,clean_shaven,R,R,RF,,False,,,75,62,87,70,44,58,59,45,66,71,0,0,0,0,0,0,0,0,0,0,0,70,67,89,73,44,0,0,45,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,79,,,49,55,47,1.48,3.47,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P7372,Miguel,Castillo,1990-02-25,69,229,Hispanic,medium,black,clean_shaven,R,R,C,,False,,,56,48,40,54,49,48,51,50,45,49,0,0,0,0,0,0,0,0,0,0,0,49,40,36,44,49,0,0,50,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,53,,,48,53,49,1.47,3.455,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P6554,Jermaine,Jefferson,1988-02-22,73,184,African,dark,black,mustache,L,L,1B,,False,,,58,74,61,62,48,42,58,49,61,53,0,0,0,0,0,0,0,0,0,0,0,52,74,57,52,48,0,0,49,61,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,53,,,45,45,48,1.51,3.515,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P6778,Carrol,Rupard,1987-10-04,77,169,Anglo,light,brown,mustache,R,R,2B,,False,,,70,59,56,70,47,44,59,55,42,52,0,0,0,0,0,0,0,0,0,0,0,61,52,46,60,47,0,0,55,42,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,48,,,51,46,50,1.55,3.575,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P8465,Neal,Vollman,1990-06-19,76,218,Anglo,light,black,beard,L,R,3B,,False,,,58,55,58,56,53,40,46,52,58,46,0,0,0,0,0,0,0,0,0,0,0,51,50,51,48,53,0,0,52,57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,50,51,47,1.54,3.56,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P9631,Sung,Park,1990-07-23,73,184,Asian,medium,black,mustache,R,R,SS,,False,,,66,59,58,62,49,52,51,50,80,57,0,0,0,0,0,0,0,0,0,0,0,60,53,58,61,49,0,0,50,76,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,47,49,54,1.51,3.515,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P3849,Anderson,Alper,1988-09-07,69,168,Anglo,light,blonde,clean_shaven,S,L,LF,,False,,,63,55,60,60,47,61,59,46,51,60,0,0,0,0,0,0,0,0,0,0,0,58,48,51,59,47,0,0,46,41,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,55,,,54,50,42,1.47,3.455,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P9361,Yong,Nguyen,1991-07-23,68,243,Asian,light,black,clean_shaven,R,R,CF,,False,,,64,56,56,60,51,52,59,51,52,50,0,0,0,0,0,0,0,0,0,0,0,59,46,47,53,51,0,0,51,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,55,,,55,46,54,1.46,3.44,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P8279,Darnell,Jefferson,1989-05-18,78,182,African,dark,brown,beard,R,R,RF,,False,,,53,74,68,60,44,58,59,48,64,72,0,0,0,0,0,0,0,0,0,0,0,44,73,66,55,44,0,0,48,55,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,56,,,50,46,50,1.56,3.59,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P9804,Deshawn,Baker,2000-10-18,72,246,African,dark,black,beard,R,R,C,,False,,,47,46,39,44,50,47,56,51,42,49,0,0,0,0,0,0,0,0,0,0,0,59,61,45,54,50,0,0,51,48,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,57,,,46,52,52,1.5,3.5,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P1559,Rayford,Ling,2002-10-26,75,161,Anglo,medium,brown,clean_shaven,R,R,1B,,False,,,62,66,55,64,57,58,55,53,53,65,0,0,0,0,0,0,0,0,0,0,0,77,76,63,77,57,0,0,53,60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,50,51,47,1.53,3.545,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P8790,Sung,Wang,2001-10-25,71,196,Asian,light,brown,clean_shaven,R,R,2B,,False,,,62,55,53,63,43,54,60,51,54,43,0,0,0,0,0,0,0,0,0,0,0,69,65,61,77,43,0,0,51,67,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,48,50,50,1.49,3.485,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P2790,Carlos,Rodriguez,2004-05-05,69,160,Hispanic,medium,black,clean_shaven,R,R,3B,,False,,,60,53,62,61,56,56,59,50,59,64,0,0,0,0,0,0,0,0,0,0,0,70,66,71,67,56,0,0,50,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,48,54,48,1.47,3.455,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P2722,Darnell,Robinson,2004-08-04,76,209,African,light,black,clean_shaven,S,R,SS,,False,,,62,61,59,63,52,43,49,51,64,51,0,0,0,0,0,0,0,0,0,0,0,67,73,74,78,52,0,0,51,77,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,49,46,46,1.54,3.56,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P6421,Carl,Vanleeuwen,2000-04-30,74,231,Anglo,medium,brown,goatee,R,R,LF,,False,,,71,44,58,64,53,46,61,53,62,60,0,0,0,0,0,0,0,0,0,0,0,78,54,67,74,53,0,0,53,76,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,50,49,55,1.52,3.53,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P9680,Fernando,Perez,1999-12-30,70,219,Hispanic,dark,black,clean_shaven,R,R,CF,,False,,,62,72,61,66,55,53,59,54,65,49,0,0,0,0,0,0,0,0,0,0,0,67,84,70,81,55,0,0,54,80,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,50,52,53,1.48,3.47,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P8031,Raul,Ortiz,2000-06-05,71,188,Hispanic,light,brown,clean_shaven,R,R,RF,C,False,,,65,67,51,67,55,53,63,44,68,66,0,0,0,0,0,0,0,0,0,0,0,72,76,60,72,55,0,0,44,79,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,49,48,54,1.49,3.485,"{'P': 90, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P5281,Malik,Gaines,1995-12-21,77,190,African,dark,black,mustache,S,R,C,,False,,,53,46,54,50,53,62,50,50,47,81,0,0,0,0,0,0,0,0,0,0,0,48,49,59,45,53,0,0,50,51,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,45,52,51,1.55,3.575,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P5642,Malik,Scott,1998-03-28,74,165,African,dark,black,clean_shaven,L,L,1B,,False,,,63,68,78,64,52,53,44,53,60,69,0,0,0,0,0,0,0,0,0,0,0,62,64,79,64,52,0,0,53,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,71,,,53,47,53,1.52,3.53,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P3085,Sung,Khan,1997-04-26,78,236,Asian,light,black,clean_shaven,R,R,2B,,False,,,65,64,54,64,53,58,59,52,68,50,0,0,0,0,0,0,0,0,0,0,0,69,68,56,59,53,0,0,52,73,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,47,49,52,1.56,3.59,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P7475,Lamont,Mosqueda,1998-09-30,72,215,Anglo,light,red,beard,R,R,3B,,False,,,68,51,62,67,41,58,57,51,53,58,0,0,0,0,0,0,0,0,0,0,0,81,63,75,72,41,0,0,51,59,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,68,,,51,51,52,1.5,3.5,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P2218,Leroy,Taylor,1996-06-27,78,238,African,medium,black,mustache,R,R,SS,,False,,,78,48,51,69,47,57,53,49,72,55,0,0,0,0,0,0,0,0,0,0,0,80,51,53,68,47,0,0,49,74,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,48,52,54,1.56,3.59,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P7983,Darnell,King,1997-08-12,78,182,African,dark,black,clean_shaven,R,R,LF,,False,,,52,48,56,53,52,48,54,45,60,55,0,0,0,0,0,0,0,0,0,0,0,53,49,51,58,52,0,0,45,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,69,,,49,52,48,1.56,3.59,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P6545,Darnell,Allen,1998-04-10,71,209,African,dark,black,beard,R,R,CF,,False,,,66,49,63,67,48,47,50,54,67,55,0,0,0,0,0,0,0,0,0,0,0,65,45,59,68,48,0,0,54,68,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,58,,,50,51,48,1.49,3.485,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P4927,Vincenzo,Kaiktsian,1996-03-22,78,208,Anglo,light,black,beard,L,L,RF,,False,,,58,75,59,57,50,67,58,45,59,81,0,0,0,0,0,0,0,0,0,0,0,56,72,57,58,50,0,0,45,54,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,44,56,51,1.56,3.59,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P3985,Tyrone,Green,1992-06-28,75,221,African,light,black,clean_shaven,L,R,C,,False,,,47,59,47,48,42,65,57,46,39,50,0,0,0,0,0,0,0,0,0,0,0,43,57,42,44,42,0,0,46,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,61,,,50,46,55,1.53,3.545,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P8928,Yong,Le,1992-01-30,78,237,Asian,medium,black,clean_shaven,R,R,1B,,False,,,55,66,68,57,53,58,56,49,61,59,0,0,0,0,0,0,0,0,0,0,0,46,61,65,51,53,0,0,49,60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,62,,,52,50,49,1.56,3.59,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
P7433,Sung,Pham,1995-08-04,76,160,Asian,medium,black,clean_shaven,R,R,2B,,False,,,55,64,56,54,55,42,48,49,56,44,0,0,0,0,0,0,0,0,0,0,0,53,61,51,55,55,0,0,49,55,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,51,46,53,1.54,3.56,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",
P9758,Leroy,Jackson,1994-04-10,72,225,African,dark,black,beard,R,R,3B,,False,,,59,62,51,57,54,52,55,54,54,68,0,0,0,0,0,0,0,0,0,0,0,56,57,50,57,54,0,0,54,54,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,60,,,53,47,53,1.5,3.5,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",
P9947,Jed,Mathes,1994-03-02,74,186,Anglo,light,red,clean_shaven,R,R,SS,,False,,,78,52,60,77,50,50,61,51,55,64,0,0,0,0,0,0,0,0,0,0,0,77,48,54,70,50,0,0,51,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,52,53,55,1.52,3.53,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",
P6880,Sung,Huang,1991-11-05,77,217,Asian,light,brown,clean_shaven,L,L,LF,,False,,,67,66,57,64,50,50,56,48,65,59,0,0,0,0,0,0,0,0,0,0,0,57,61,56,64,50,0,0,48,57,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,61,,,49,48,42,1.55,3.575,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",
P4853,Fritz,Sjostrom,1994-05-16,68,217,Anglo,light,brown,beard,L,L,CF,,False,,,63,65,46,64,52,35,45,54,64,67,0,0,0,0,0,0,0,0,0,0,0,53,55,36,63,52,0,0,54,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,63,,,52,49,48,1.46,3.44,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",
P9206,Yong,Wang,1995-08-09,78,172,Asian,medium,black,clean_shaven,R,R,RF,,False,,,60,56,64,62,53,44,55,48,74,73,0,0,0,0,0,0,0,0,0,0,0,63,53,69,62,53,0,0,48,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,64,,,48,52,52,1.56,3.59,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",
P4743,Leroy,Scott,1987-10-21,72,203,African,dark,brown,beard,R,R,C,,False,,,58,40,43,55,52,49,44,50,47,51,0,0,0,0,0,0,0,0,0,0,0,55,33,42,54,52,0,0,50,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,,,,,,0,61,,,52,43,51,1.5,3.5,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",
